og_distance,og_popularity,d_shock_0.9,d_shock_0.91,d_shock_0.92,d_shock_0.93,d_shock_0.94,d_shock_0.95,d_shock_0.96,d_shock_0.97,d_shock_0.98,d_shock_0.99
6.29157,-16.8035,1.77693e-10,1.3253e-10,9.41214e-11,5.71578e-11,3.31812e-11,1.27907e-11,-4.55058e-12,-1.17055e-11,-2.14198e-11,-1.55047e-11
6.60956,-23.0864,-1.92322e-11,-1.93201e-11,-1.93903e-11,-1.94467e-11,-1.94917e-11,-1.95277e-11,-1.95568e-11,-1.95799e-11,-1.95983e-11,-1.96132e-11
5.77799,-10.5025,7.51188e-08,6.39154e-08,5.37469e-08,4.45179e-08,3.61415e-08,2.8539e-08,2.16383e-08,1.53749e-08,9.69082e-09,4.529e-09
6.18154,-15.3532,9.14789e-10,6.80952e-10,5.4284e-10,4.23385e-10,3.20066e-10,2.30704e-10,1.53412e-10,7.91112e-11,2.90965e-11,-7.64455e-12
6.66224,-24.2923,-1.94904e-11,-1.95217e-11,-1.95461e-11,-1.95657e-11,-1.9581e-11,-1.95932e-11,-1.9603e-11,-1.96105e-11,-1.96165e-11,-1.96212e-11
6.04025,-13.4301,6.12546e-09,5.08768e-09,4.17266e-09,3.366e-09,2.65514e-09,2.02079e-09,1.2815e-09,8.04741e-10,4.7781e-10,1.89583e-10
6.93443,-31.6207,-1.96247e-11,-1.96247e-11,-1.96247e-11,-1.96247e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11
6.45804,-19.8199,-2.53277e-11,-1.43037e-11,-1.54321e-11,-1.63638e-11,-1.71334e-11,-1.77689e-11,-1.82938e-11,-1.87272e-11,-1.90852e-11,-1.93809e-11
6.55067,-21.8148,-1.84106e-11,-1.86726e-11,-1.88851e-11,-1.90574e-11,-1.91969e-11,-1.93099e-11,-1.94018e-11,-1.94762e-11,-1.95366e-11,-1.95854e-11
6.66224,-24.3122,-1.94917e-11,-1.95226e-11,-1.9547e-11,-1.95661e-11,-1.95814e-11,-1.95937e-11,-1.9603e-11,-1.96105e-11,-1.96165e-11,-1.96212e-11
6.28536,-16.9428,1.6179e-10,1.07807e-10,7.68323e-11,5.04641e-11,2.80167e-11,1.02787e-11,-2.35834e-12,-1.31162e-11,-1.11258e-11,-1.57168e-11
6.72827,-25.9143,-1.9593e-11,-1.96008e-11,-1.96068e-11,-1.96114e-11,-1.9615e-11,-1.96179e-11,-1.96201e-11,-1.96219e-11,-1.96232e-11,-1.96243e-11
6.84497,-28.8464,-1.9623e-11,-1.96234e-11,-1.96239e-11,-1.96243e-11,-1.96243e-11,-1.96245e-11,-1.96247e-11,-1.96247e-11,-1.96247e-11,-1.96252e-11
6.5085,-20.9479,-1.70088e-11,-1.75593e-11,-1.80096e-11,-1.83775e-11,-1.86786e-11,-1.89246e-11,-1.9126e-11,-1.92903e-11,-1.94249e-11,-1.9535e-11
5.59221,-8.81181,3.12743e-07,2.68976e-07,2.28593e-07,1.91333e-07,1.56954e-07,1.25233e-07,9.59662e-08,6.8962e-08,4.4046e-08,2.10577e-08
6.83674,-28.7815,-1.96225e-11,-1.96232e-11,-1.96236e-11,-1.96241e-11,-1.96243e-11,-1.96245e-11,-1.96247e-11,-1.96247e-11,-1.96247e-11,-1.96252e-11
6.07949,-13.7899,4.21915e-09,3.48365e-09,2.83262e-09,2.26619e-09,1.52377e-09,1.16293e-09,7.77428e-10,5.23949e-10,3.01601e-10,1.06562e-10
6.31567,-17.4363,7.54274e-11,5.14446e-11,3.11289e-11,1.39198e-11,2.84506e-12,-6.74683e-12,-1.48721e-11,-1.08211e-11,-1.42539e-11,-1.71618e-11
7.15119,-39.0761,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11
6.07949,-13.9477,3.86243e-09,3.18487e-09,2.59019e-09,2.06846e-09,1.40263e-09,1.06913e-09,7.14361e-10,4.79869e-10,2.74176e-10,8.53333e-11
7.18332,-39.9872,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11
6.31567,-17.4389,7.5252e-11,5.13023e-11,3.10147e-11,1.41032e-11,2.79421e-12,-6.78524e-12,-6.7828e-12,-1.08307e-11,-1.42597e-11,-1.71645e-11
6.2041,-15.6664,6.20647e-10,4.98434e-10,3.93078e-10,3.02256e-10,2.23961e-10,1.56467e-10,8.9224e-11,4.58451e-11,8.44969e-12,-1.51272e-11
6.31567,-17.4363,7.54274e-11,5.14446e-11,3.11289e-11,1.39198e-11,-6.57918e-13,-6.74683e-12,-1.48721e-11,-2.17546e-11,-1.42539e-11,-1.71618e-11
7.0511,-35.1722,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11
5.99768,-12.9162,9.60508e-09,8.02193e-09,6.61873e-09,5.37511e-09,4.26735e-09,3.29057e-09,2.42631e-09,1.43841e-09,8.01218e-10,3.42245e-10
6.4019,-18.8311,-7.82996e-12,-1.35447e-11,-1.83138e-11,-2.22937e-11,-2.56151e-11,-1.47384e-11,-1.60969e-11,-1.72307e-11,-1.81766e-11,-1.89662e-11
6.18154,-15.3407,9.25976e-10,6.8926e-10,5.49609e-10,4.28822e-10,3.24352e-10,2.33994e-10,1.55841e-10,8.05362e-11,2.9976e-11,-7.33924e-12
6.70452,-25.3128,-1.95706e-11,-1.95834e-11,-1.95937e-11,-1.96014e-11,-1.96079e-11,-1.96128e-11,-1.96163e-11,-1.96194e-11,-1.96216e-11,-1.96234e-11
6.63193,-23.4513,-1.93574e-11,-1.9418e-11,-1.94664e-11,-1.95051e-11,-1.95357e-11,-1.95601e-11,-1.95794e-11,-1.9595e-11,-1.96074e-11,-1.96172e-11
7.01756,-34.2856,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11
6.47543,-20.3139,-1.5004e-11,-1.59577e-11,-1.67426e-11,-1.73888e-11,-1.79203e-11,-1.8358e-11,-1.87184e-11,-1.90146e-11,-1.92588e-11,-1.94595e-11
7.00439,-33.8619,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11
6.90091,-30.4646,-1.96243e-11,-1.96247e-11,-1.96247e-11,-1.96247e-11,-1.96247e-11,-1.96247e-11,-1.96247e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11
7.08631,-36.4679,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11
6.74848,-26.4262,-1.96048e-11,-1.96099e-11,-1.96136e-11,-1.96165e-11,-1.96188e-11,-1.96207e-11,-1.96221e-11,-1.9623e-11,-1.96239e-11,-1.96245e-11
6.33866,-17.8044,3.98148e-11,2.23439e-11,7.60148e-12,-4.83857e-12,-8.56426e-12,-1.54428e-11,-2.12468e-11,-1.34086e-11,-1.58409e-11,-1.78932e-11
6.28536,-16.8616,1.80082e-10,1.34621e-10,9.59197e-11,5.85911e-11,3.43561e-11,1.3725e-11,-3.83804e-12,-1.12736e-11,-2.11471e-11,-1.54201e-11
6.2977,-17.141,1.25719e-10,8.21987e-11,5.60467e-11,3.38283e-11,1.49516e-11,-1.08602e-12,-8.07221e-12,-1.70637e-11,-1.25575e-11,-1.63787e-11
5.59221,-8.89351,2.87298e-07,2.47092e-07,2.09994e-07,1.75765e-07,1.44183e-07,1.15043e-07,8.81557e-08,6.33482e-08,4.04589e-08,1.93384e-08
6.29157,-17.0439,1.27713e-10,9.42832e-11,6.58524e-11,4.16742e-11,2.1112e-11,6.1755e-12,-5.37748e-12,-1.52025e-11,-1.18816e-11,-1.60663e-11
6.81986,-28.2976,-1.96212e-11,-1.96221e-11,-1.9623e-11,-1.96234e-11,-1.96239e-11,-1.96243e-11,-1.96243e-11,-1.96247e-11,-1.96247e-11,-1.96247e-11
6.67099,-24.5054,-1.95128e-11,-1.9539e-11,-1.95595e-11,-1.95759e-11,-1.95886e-11,-1.95988e-11,-1.96068e-11,-1.9613e-11,-1.96179e-11,-1.96221e-11
6.69082,-24.967,-1.95508e-11,-1.95683e-11,-1.95821e-11,-1.95928e-11,-1.96012e-11,-1.96079e-11,-1.96132e-11,-1.96172e-11,-1.96205e-11,-1.9623e-11
4.89906,-4.85345,6.52202e-06,5.74665e-06,5.00157e-06,4.28562e-06,3.59767e-06,2.93662e-06,2.30144e-06,1.69112e-06,1.10469e-06,5.41233e-07
6.59295,-22.5835,-1.90459e-11,-1.9174e-11,-1.9277e-11,-1.93598e-11,-1.94262e-11,-1.94798e-11,-1.95226e-11,-1.95572e-11,-1.95848e-11,-1.9607e-11
6.18154,-15.3353,9.24516e-10,6.88181e-10,5.4873e-10,4.28116e-10,3.23795e-10,2.33566e-10,1.55526e-10,8.03542e-11,2.98639e-11,-7.37677e-12
6.33866,-17.8044,3.98146e-11,2.23437e-11,7.60148e-12,-4.83857e-12,-8.56426e-12,-1.54428e-11,-2.12468e-11,-1.34086e-11,-1.58409e-11,-1.78932e-11
5.8998,-11.6791,2.81507e-08,2.37392e-08,1.97854e-08,1.62418e-08,1.30645e-08,1.02184e-08,7.66607e-09,5.37882e-09,3.32586e-09,1.28808e-09
5.99768,-12.6786,1.1377e-08,9.50523e-09,7.84657e-09,6.37686e-09,5.07024e-09,3.91688e-09,2.8892e-09,1.97795e-09,1.03178e-09,4.10154e-10
6.58271,-22.4983,-1.89624e-11,-1.91083e-11,-1.92255e-11,-1.93201e-11,-1.9396e-11,-1.94575e-11,-1.95068e-11,-1.95466e-11,-1.95786e-11,-1.96043e-11
6.98626,-33.2115,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11
6.39693,-18.8438,-8.0238e-12,-1.36848e-11,-8.85159e-12,-1.11773e-11,-1.31199e-11,-1.47427e-11,-1.60978e-11,-1.723e-11,-1.81757e-11,-1.89653e-11
5.77799,-10.5368,7.33768e-08,6.24335e-08,5.2501e-08,4.34859e-08,3.53036e-08,2.7877e-08,2.11365e-08,1.50181e-08,9.46514e-09,4.42235e-09
6.74848,-26.4242,-1.96048e-11,-1.96096e-11,-1.96136e-11,-1.96165e-11,-1.96188e-11,-1.96207e-11,-1.96221e-11,-1.9623e-11,-1.96239e-11,-1.96245e-11
6.65929,-24.2414,-1.94831e-11,-1.95159e-11,-1.95417e-11,-1.95624e-11,-1.95786e-11,-1.95914e-11,-1.96017e-11,-1.96096e-11,-1.96159e-11,-1.9621e-11
6.52036,-21.2082,-1.75302e-11,-1.79741e-11,-1.8336e-11,-1.86315e-11,-1.88725e-11,-1.90692e-11,-1.92295e-11,-1.93603e-11,-1.94671e-11,-1.95541e-11
6.58271,-22.3604,-1.89191e-11,-1.90743e-11,-1.91995e-11,-1.93001e-11,-1.93812e-11,-1.94464e-11,-1.94991e-11,-1.95415e-11,-1.95755e-11,-1.9603e-11
-Inf,-0.843371,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11
6.74848,-26.4249,-1.96048e-11,-1.96096e-11,-1.96136e-11,-1.96165e-11,-1.96188e-11,-1.96207e-11,-1.96221e-11,-1.9623e-11,-1.96239e-11,-1.96245e-11
5.48064,-8.04371,5.73154e-07,4.95567e-07,4.23367e-07,3.56181e-07,2.93659e-07,2.35479e-07,1.81339e-07,1.30958e-07,8.4077e-08,4.04503e-08
7.18228,-40.2182,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11
6.57925,-22.4299,-1.89169e-11,-1.90723e-11,-1.91975e-11,-1.92988e-11,-1.93798e-11,-1.94456e-11,-1.94982e-11,-1.95408e-11,-1.95752e-11,-1.96025e-11
6.06997,-13.8103,4.37142e-09,3.61262e-09,2.94599e-09,2.36051e-09,1.83487e-09,1.21828e-09,8.88339e-10,5.51597e-10,3.19067e-10,1.03545e-10
6.31567,-17.4253,7.66351e-11,5.24241e-11,3.19154e-11,1.45426e-11,3.20965e-12,-6.4706e-12,-1.46707e-11,-2.16167e-11,-1.42071e-11,-1.71403e-11
5.70378,-9.84297,1.31068e-07,1.12038e-07,9.46457e-08,7.87499e-08,6.42221e-08,5.09445e-08,3.88098e-08,2.77189e-08,1.75825e-08,8.3168e-09
6.49224,-20.6232,-1.61391e-11,-1.68656e-11,-1.74616e-11,-1.79505e-11,-1.83515e-11,-1.86806e-11,-1.89506e-11,-1.9172e-11,-1.93539e-11,-1.95026e-11
6.63193,-23.4541,-1.93576e-11,-1.94182e-11,-1.94667e-11,-1.95051e-11,-1.95357e-11,-1.95601e-11,-1.95797e-11,-1.9595e-11,-1.96074e-11,-1.96172e-11
6.33866,-17.743,4.60418e-11,2.73808e-11,1.16336e-11,-1.65379e-12,-6.67866e-12,-1.40177e-11,-2.02109e-11,-1.30014e-11,-1.55929e-11,-1.77796e-11
6.66224,-24.3107,-1.94915e-11,-1.95226e-11,-1.9547e-11,-1.95661e-11,-1.95814e-11,-1.95937e-11,-1.9603e-11,-1.96105e-11,-1.96165e-11,-1.96212e-11
6.68524,-24.8586,-1.9543e-11,-1.95621e-11,-1.95775e-11,-1.95892e-11,-1.95985e-11,-1.96061e-11,-1.96119e-11,-1.96163e-11,-1.96199e-11,-1.9623e-11
6.49224,-20.6232,-1.61391e-11,-1.68656e-11,-1.74616e-11,-1.79505e-11,-1.83515e-11,-1.86806e-11,-1.89506e-11,-1.9172e-11,-1.93539e-11,-1.95026e-11
6.4019,-18.9131,-9.92517e-12,-1.52252e-11,-1.96485e-11,-2.33396e-11,-1.35709e-11,-1.50835e-11,-1.6346e-11,-1.73996e-11,-1.82789e-11,-1.90126e-11
6.3817,-18.5718,-2.66454e-13,-7.39764e-12,-1.33702e-11,-8.82805e-12,-1.12954e-11,-1.33618e-11,-1.50928e-11,-1.65423e-11,-1.77565e-11,-1.87734e-11
6.39693,-18.8412,-7.98739e-12,-1.36553e-11,-1.83895e-11,-1.11682e-11,-1.31128e-11,-1.47371e-11,-1.6094e-11,-1.72271e-11,-1.81739e-11,-1.89646e-11
6.72827,-25.8943,-1.95928e-11,-1.96003e-11,-1.96065e-11,-1.96112e-11,-1.9615e-11,-1.96176e-11,-1.96199e-11,-1.96219e-11,-1.96232e-11,-1.96243e-11
7.0511,-35.4328,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11
6.12457,-14.5316,2.25582e-09,1.84006e-09,1.28757e-09,1.02534e-09,7.32634e-10,5.50498e-10,3.91695e-10,2.53234e-10,1.3251e-10,2.77933e-11
5.8998,-11.7929,2.53142e-08,2.13457e-08,1.77888e-08,1.46007e-08,1.17432e-08,9.18225e-09,6.88471e-09,4.82456e-09,2.97945e-09,1.15943e-09
5.93878,-12.2281,1.74327e-08,1.46492e-08,1.2165e-08,9.94812e-09,7.96982e-09,6.20468e-09,4.62617e-09,3.22254e-09,1.96015e-09,6.96729e-10
6.29157,-17.0436,1.42746e-10,9.42872e-11,6.5856e-11,4.16769e-11,2.1114e-11,6.17617e-12,-5.37659e-12,-1.52021e-11,-1.18816e-11,-1.60663e-11
6.3817,-18.5693,-2.19824e-13,-7.35989e-12,-1.33404e-11,-1.83493e-11,-1.12863e-11,-1.33551e-11,-1.50879e-11,-1.65388e-11,-1.77542e-11,-1.87723e-11
5.93878,-12.1941,1.78444e-08,1.49953e-08,1.24527e-08,1.01838e-08,8.15904e-09,6.35253e-09,4.73691e-09,3.29398e-09,1.99515e-09,7.76194e-10
6.60956,-22.9505,-1.92069e-11,-1.93003e-11,-1.93752e-11,-1.94351e-11,-1.94831e-11,-1.95217e-11,-1.95524e-11,-1.95768e-11,-1.95965e-11,-1.96123e-11
6.93952,-31.81,-1.96247e-11,-1.96247e-11,-1.96247e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11
6.23268,-16.0967,4.06376e-10,3.2118e-10,2.48051e-10,1.8528e-10,1.314e-10,7.78679e-11,4.35358e-11,1.4067e-11,-5.37481e-12,-2.22351e-11
6.66224,-24.1535,-1.94815e-11,-1.95146e-11,-1.95408e-11,-1.95617e-11,-1.95781e-11,-1.95912e-11,-1.96012e-11,-1.96094e-11,-1.96159e-11,-1.9621e-11
6.2977,-17.1397,1.25981e-10,9.0346e-11,6.00704e-11,3.39417e-11,1.504e-11,-1.01918e-12,-1.46625e-11,-1.70393e-11,-2.46883e-11,-1.63751e-11
6.60956,-23.1081,-1.92362e-11,-1.93232e-11,-1.93929e-11,-1.94484e-11,-1.94931e-11,-1.95288e-11,-1.95575e-11,-1.95803e-11,-1.95985e-11,-1.96132e-11
6.12457,-14.5507,2.23207e-09,1.82054e-09,1.27434e-09,1.01465e-09,7.88233e-10,5.44601e-10,3.8732e-10,2.50187e-10,1.30621e-10,2.70466e-11
5.8861,-11.4025,3.41045e-08,2.87927e-08,2.40249e-08,1.97455e-08,1.59045e-08,1.24573e-08,9.36107e-09,6.58249e-09,4.08573e-09,1.58046e-09
6.31567,-17.4386,7.52562e-11,5.13056e-11,3.10172e-11,1.38314e-11,2.7951e-12,-6.78479e-12,-1.48994e-11,-1.08307e-11,-1.42597e-11,-1.71645e-11
4.09434,-2.64369,2.3604e-05,2.10612e-05,1.85607e-05,1.61018e-05,1.36837e-05,1.1306e-05,8.96788e-06,6.66883e-06,4.40821e-06,2.18542e-06
6.80461,-27.8992,-1.96196e-11,-1.9621e-11,-1.96221e-11,-1.9623e-11,-1.96234e-11,-1.96239e-11,-1.96243e-11,-1.96245e-11,-1.96247e-11,-1.96247e-11
6.3817,-18.4123,-8.69971e-13,-1.07931e-11,-1.91041e-11,-1.69185e-11,-2.14406e-11,-2.52283e-11,-2.84004e-11,-1.6305e-11,-1.76126e-11,-1.87077e-11
6.68524,-24.7003,-1.95368e-11,-1.95577e-11,-1.95739e-11,-1.95866e-11,-1.95968e-11,-1.96045e-11,-1.96108e-11,-1.96159e-11,-1.96196e-11,-1.96227e-11
6.33866,-17.7432,4.60432e-11,2.73817e-11,1.16347e-11,-1.65312e-12,-6.67844e-12,-1.40177e-11,-2.02107e-11,-1.30014e-11,-1.55929e-11,-1.77796e-11
6.12457,-14.4698,2.43109e-09,1.98366e-09,1.38302e-09,1.10243e-09,7.87803e-10,5.93062e-10,4.23268e-10,2.75225e-10,1.46146e-10,3.32123e-11
6.2041,-15.6871,6.13212e-10,4.92325e-10,3.88113e-10,2.98276e-10,2.20831e-10,1.54069e-10,8.77272e-11,4.48095e-11,7.81175e-12,-1.53488e-11
6.49636,-20.5538,-1.61351e-11,-1.68643e-11,-1.7462e-11,-1.79519e-11,-1.83533e-11,-1.86824e-11,-1.89524e-11,-1.91733e-11,-1.93547e-11,-1.95031e-11
6.58271,-22.5188,-1.89688e-11,-1.91134e-11,-1.92295e-11,-1.93232e-11,-1.93983e-11,-1.94591e-11,-1.9508e-11,-1.95475e-11,-1.9579e-11,-1.96045e-11
5.51095,-8.26552,4.79332e-07,4.13878e-07,3.53103e-07,2.96674e-07,2.44279e-07,1.95631e-07,1.50461e-07,1.08521e-07,6.9581e-08,3.34241e-08
6.66224,-24.3124,-1.94917e-11,-1.95226e-11,-1.9547e-11,-1.95661e-11,-1.95814e-11,-1.95937e-11,-1.9603e-11,-1.96105e-11,-1.96165e-11,-1.96212e-11
4.89906,-4.86863,6.43698e-06,5.6717e-06,4.93633e-06,4.22971e-06,3.55072e-06,2.89829e-06,2.2714e-06,1.66904e-06,1.09027e-06,5.34171e-07
6.12457,-14.5519,2.2287e-09,1.81776e-09,1.27238e-09,1.01307e-09,7.23863e-10,5.43731e-10,3.86675e-10,2.49738e-10,1.1699e-10,2.69385e-11
6.66224,-24.291,-1.94902e-11,-1.95215e-11,-1.95461e-11,-1.95657e-11,-1.9581e-11,-1.95932e-11,-1.9603e-11,-1.96105e-11,-1.96163e-11,-1.96212e-11
6.76311,-26.651,-1.96083e-11,-1.96125e-11,-1.96159e-11,-1.96181e-11,-1.96199e-11,-1.96212e-11,-1.96225e-11,-1.96234e-11,-1.96241e-11,-1.96245e-11
7.04974,-35.3177,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11
5.85752,-11.2576,4.05489e-08,3.4309e-08,2.86908e-08,2.36326e-08,1.90774e-08,1.49773e-08,1.12847e-08,7.96024e-09,4.96851e-09,2.26635e-09
6.88421,-30.1115,-1.96243e-11,-1.96243e-11,-1.96245e-11,-1.96247e-11,-1.96247e-11,-1.96247e-11,-1.96247e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11
5.8861,-11.6437,2.87472e-08,2.42683e-08,2.02476e-08,1.66385e-08,1.33974e-08,1.04893e-08,7.87937e-09,5.5344e-09,3.43066e-09,1.33726e-09
6.93443,-31.6207,-1.96247e-11,-1.96247e-11,-1.96247e-11,-1.96247e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11
7.08631,-36.4684,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11
5.99768,-12.9183,9.59004e-09,8.00933e-09,6.60829e-09,5.36657e-09,4.26627e-09,3.29164e-09,2.42229e-09,1.43597e-09,7.99848e-10,3.41602e-10
6.5085,-20.9678,-1.70344e-11,-1.75793e-11,-1.80251e-11,-1.83897e-11,-1.86877e-11,-1.89315e-11,-1.91307e-11,-1.92937e-11,-1.94269e-11,-1.95359e-11
5.48064,-7.962,6.23891e-07,5.39437e-07,4.60846e-07,3.87713e-07,3.19657e-07,2.56327e-07,1.97395e-07,1.42555e-07,9.15228e-08,4.40355e-08
6.47114,-20.2271,-1.46403e-11,-1.56666e-11,-1.65117e-11,-1.7208e-11,-1.77818e-11,-1.82541e-11,-1.86433e-11,-1.89639e-11,-1.92282e-11,-1.94458e-11
7.00587,-33.8433,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11,-1.96252e-11
6.45804,-19.8199,-2.53277e-11,-1.43037e-11,-1.54321e-11,-1.63638e-11,-1.71334e-11,-1.77689e-11,-1.82938e-11,-1.87272e-11,-1.90852e-11,-1.93809e-11
6.58271,-22.3308,-1.89064e-11,-1.90645e-11,-1.91918e-11,-1.92943e-11,-1.93769e-11,-1.94433e-11,-1.94968e-11,-1.95399e-11,-1.95746e-11,-1.96025e-11
5.70378,-9.84316,1.31066e-07,1.12037e-07,9.46444e-08,7.87489e-08,6.42213e-08,5.09439e-08,3.88093e-08,2.77186e-08,1.75823e-08,8.31669e-09
6.4019,-18.8516,-8.13039e-12,-1.37861e-11,-1.85052e-11,-2.24438e-11,-1.31739e-11,-1.4786e-11,-1.61313e-11,-1.72538e-11,-1.81908e-11,-1.89726e-11
5.37682,-7.31249,1.02214e-06,8.87621e-07,7.61544e-07,6.43382e-07,5.32639e-07,4.28849e-07,3.31576e-07,2.40411e-07,1.54971e-07,7.4897e-08
5.72339,-10.0084,1.14283e-07,9.75754e-08,8.23326e-08,6.84264e-08,5.57397e-08,4.41654e-08,3.36061e-08,2.39727e-08,1.51831e-08,7.16279e-09
5.24564,-6.27922,2.25156e-06,1.96466e-06,1.69358e-06,1.43747e-06,1.1955e-06,9.66888e-07,7.50902e-07,5.4684e-07,3.54053e-07,1.71912e-07
